age,work,edu,marital,occupation,race,sex,hrs_per_week,income
20,Private,HS-grad,Married,Sales,White,Male,30,<=50K
17,Private,Dropout,Never-married,Blue-Collar,White,Male,18,<=50K
32,State-gov,Bachelors,Married,White-Collar,White,Female,40,>50K
29,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,<=50K
33,Private,Dropout,Never-married,Blue-Collar,White,Female,35,<=50K
25,Private,HS-grad,Married,Blue-Collar,White,Male,60,<=50K
36,Federal-gov,Masters,Never-married,Professional,White,Male,40,<=50K
23,Private,HS-grad,Never-married,Blue-Collar,White,Male,72,<=50K
63,Self-emp,HS-grad,Married,White-Collar,White,Male,40,>50K
47,Local-gov,Masters,Married,Professional,White,Male,40,<=50K
80,?,HS-grad,Widowed,?,White,Male,24,<=50K
17,?,Dropout,Never-married,?,White,Male,40,<=50K
40,Self-emp,Bachelors,Married-spouse-absent,Professional,White,Female,40,<=50K
30,Private,Associates,Married,Service,White,Female,25,>50K
27,Private,HS-grad,Never-married,Blue-Collar,Asian-Pac-Islander,Male,40,<=50K
33,Private,Masters,Married,Professional,White,Male,50,>50K
34,Local-gov,HS-grad,Never-married,Blue-Collar,Black,Male,60,<=50K
34,Local-gov,HS-grad,Never-married,Other-Occupations,White,Female,40,<=50K
23,Private,HS-grad,Married,Admin,White,Male,40,<=50K
42,Local-gov,HS-grad,Married,Admin,White,Female,40,<=50K
29,Private,Bachelors,Never-married,Professional,White,Male,40,<=50K
45,Private,HS-grad,Divorced,Admin,White,Female,28,<=50K
24,Federal-gov,HS-grad,Never-married,Military,White,Male,40,<=50K
44,Private,HS-grad,Married,Professional,White,Male,40,>50K
27,Private,Dropout,Never-married,Blue-Collar,White,Male,40,<=50K
20,Private,HS-grad,Never-married,Sales,White,Male,35,<=50K
44,Private,HS-grad,Widowed,White-Collar,Black,Female,40,<=50K
51,Private,HS-grad,Married,Blue-Collar,Amer-Indian-Eskimo,Male,40,<=50K
20,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
17,?,Dropout,Never-married,?,White,Female,5,<=50K
19,Private,HS-grad,Never-married,Blue-Collar,Black,Female,40,<=50K
45,Self-emp,HS-grad,Married,Blue-Collar,White,Male,55,>50K
60,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
42,Private,Associates,Married,White-Collar,Black,Male,40,>50K
44,Self-emp,HS-grad,Married,Sales,White,Female,40,>50K
40,Private,Associates,Married,Blue-Collar,Asian-Pac-Islander,Male,40,>50K
30,Private,HS-grad,Married,White-Collar,White,Female,40,<=50K
38,Private,HS-grad,Married,Blue-Collar,Black,Male,50,<=50K
23,Private,HS-grad,Married,Blue-Collar,White,Male,60,<=50K
32,?,HS-grad,Married,?,White,Male,40,<=50K
44,Private,Associates,Never-married,Blue-Collar,White,Male,40,<=50K
54,Local-gov,HS-grad,Married,Blue-Collar,Black,Male,40,<=50K
32,Private,Bachelors,Married,Professional,White,Male,50,<=50K
50,Private,Dropout,Married-spouse-absent,Blue-Collar,White,Male,40,<=50K
24,Private,Bachelors,Never-married,Other-Occupations,White,Female,20,<=50K
37,Private,HS-grad,Married,Admin,White,Female,60,<=50K
52,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,<=50K
38,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
49,Private,Masters,Married,White-Collar,White,Male,45,>50K
30,Private,Bachelors,Married,Other-Occupations,White,Female,16,>50K
60,Private,HS-grad,Never-married,Professional,White,Male,40,>50K
22,?,HS-grad,Never-married,?,White,Male,40,<=50K
35,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
30,Private,HS-grad,Never-married,Blue-Collar,White,Male,60,<=50K
67,Private,Associates,Divorced,Service,White,Female,24,<=50K
46,Private,Bachelors,Never-married,Blue-Collar,White,Female,40,<=50K
17,Private,Dropout,Never-married,Service,White,Male,6,<=50K
22,Private,HS-grad,Never-married,Blue-Collar,White,Male,30,<=50K
27,Private,Dropout,Never-married,Service,White,Male,40,<=50K
23,Private,HS-grad,Never-married,Service,White,Female,35,<=50K
33,Private,Associates,Married,Blue-Collar,White,Male,45,<=50K
43,Self-emp,HS-grad,Married,Blue-Collar,White,Male,20,<=50K
28,State-gov,Bachelors,Never-married,Professional,White,Male,20,<=50K
41,Private,HS-grad,Married-spouse-absent,Blue-Collar,White,Female,40,<=50K
52,?,Dropout,Never-married,?,Black,Male,40,<=50K
25,Private,HS-grad,Married-spouse-absent,Admin,Black,Female,20,<=50K
63,?,Dropout,Married,?,White,Male,35,<=50K
59,Local-gov,HS-grad,Married,Blue-Collar,White,Male,45,<=50K
45,Local-gov,Bachelors,Divorced,Professional,White,Female,40,<=50K
38,Private,Bachelors,Married,Sales,White,Male,60,>50K
40,Private,HS-grad,Never-married,Service,White,Female,35,<=50K
46,Federal-gov,HS-grad,Divorced,Admin,White,Male,40,<=50K
35,Private,Associates,Never-married,White-Collar,White,Female,60,<=50K
34,Private,HS-grad,Divorced,Professional,White,Female,25,<=50K
33,Private,Bachelors,Never-married,Blue-Collar,White,Male,20,<=50K
41,Private,HS-grad,Divorced,Admin,White,Female,36,<=50K
20,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
23,Private,Dropout,Never-married,Service,White,Male,40,<=50K
26,Private,HS-grad,Never-married,Professional,White,Female,35,<=50K
72,?,HS-grad,Married,?,White,Male,20,<=50K
23,Local-gov,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
62,Local-gov,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
52,Private,HS-grad,Married,Admin,White,Male,40,<=50K
58,Private,HS-grad,Divorced,Service,White,Female,42,<=50K
25,Private,Bachelors,Never-married,Sales,White,Female,40,<=50K
24,Private,Bachelors,Never-married,White-Collar,Black,Male,40,<=50K
19,Private,HS-grad,Never-married,Other-Occupations,White,Male,8,<=50K
43,Private,HS-grad,Married,White-Collar,White,Male,40,<=50K
47,Local-gov,HS-grad,Separated,Admin,Black,Female,40,<=50K
39,Private,HS-grad,Divorced,Service,White,Female,40,<=50K
49,Private,Associates,Married-spouse-absent,Blue-Collar,White,Male,42,<=50K
53,?,Dropout,Widowed,?,Black,Female,30,<=50K
32,Private,Associates,Never-married,Blue-Collar,White,Male,45,<=50K
34,Private,HS-grad,Married,Professional,White,Male,50,>50K
28,Private,HS-grad,Divorced,Blue-Collar,White,Male,45,<=50K
57,?,Associates,Widowed,?,White,Female,38,<=50K
25,Private,HS-grad,Never-married,Admin,Amer-Indian-Eskimo,Female,20,<=50K
20,?,HS-grad,Never-married,?,White,Male,24,<=50K
21,?,HS-grad,Never-married,?,White,Female,35,<=50K
34,Private,Bachelors,Married,Professional,White,Male,50,>50K
38,Self-emp,Bachelors,Married,White-Collar,White,Male,80,>50K
50,Private,HS-grad,Married,White-Collar,White,Male,50,>50K
24,Local-gov,HS-grad,Divorced,Blue-Collar,Black,Male,50,<=50K
37,Local-gov,HS-grad,Married,Other-Occupations,White,Male,45,>50K
44,Private,HS-grad,Divorced,Blue-Collar,White,Male,58,>50K
28,Private,HS-grad,Married,Sales,White,Female,40,<=50K
42,Private,Bachelors,Married,White-Collar,White,Male,40,>50K
74,Private,HS-grad,Divorced,Admin,White,Female,9,<=50K
38,Self-emp,HS-grad,Married,Blue-Collar,White,Male,50,<=50K
44,Self-emp,Masters,Married,Professional,White,Male,40,<=50K
44,Private,Dropout,Divorced,Blue-Collar,Other,Female,46,<=50K
26,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
36,Private,HS-grad,Married,Service,Black,Male,40,<=50K
41,Private,Associates,Married,White-Collar,White,Female,50,>50K
67,Private,Prof-school,Married,Professional,White,Male,48,>50K
39,Local-gov,Dropout,Married,Other-Occupations,White,Male,50,<=50K
57,Private,Dropout,Widowed,Service,Black,Female,30,<=50K
29,Private,Associates,Separated,Blue-Collar,White,Male,40,<=50K
31,Self-emp,Bachelors,Never-married,Blue-Collar,White,Female,45,<=50K
34,?,HS-grad,Never-married,?,Black,Female,40,<=50K
44,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
29,Private,Doctorate,Never-married,Professional,White,Male,40,<=50K
30,Private,HS-grad,Never-married,Blue-Collar,White,Female,40,<=50K
27,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
27,Private,HS-grad,Married,Sales,White,Male,50,<=50K
32,Private,HS-grad,Never-married,Blue-Collar,White,Female,45,<=50K
58,Private,Dropout,Married,Service,White,Female,8,<=50K
35,Local-gov,HS-grad,Married,Other-Occupations,White,Male,40,<=50K
21,Private,HS-grad,Never-married,Blue-Collar,White,Male,36,<=50K
28,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
46,Self-emp,HS-grad,Divorced,White-Collar,White,Male,50,<=50K
36,Self-emp,HS-grad,Separated,Service,White,Female,40,<=50K
72,Private,Dropout,Widowed,Admin,White,Female,40,<=50K
35,Private,HS-grad,Married,Blue-Collar,Black,Female,40,<=50K
33,Federal-gov,Associates,Divorced,Blue-Collar,Black,Female,40,>50K
69,Private,Dropout,Never-married,Blue-Collar,White,Female,40,<=50K
35,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
31,Private,HS-grad,Separated,Admin,White,Female,20,<=50K
34,Private,HS-grad,Married,Other-Occupations,White,Female,32,<=50K
30,Private,Dropout,Married,Service,White,Male,40,<=50K
28,Private,Bachelors,Never-married,Blue-Collar,White,Male,55,<=50K
54,Private,Bachelors,Married,Sales,White,Male,35,>50K
47,Private,HS-grad,Married,Professional,White,Male,50,>50K
24,Private,HS-grad,Never-married,Blue-Collar,Black,Female,40,<=50K
52,Self-emp,Bachelors,Married,Professional,White,Male,60,>50K
20,Private,HS-grad,Never-married,Blue-Collar,Amer-Indian-Eskimo,Male,48,<=50K
43,Self-emp,Masters,Married,White-Collar,White,Male,45,<=50K
45,Private,Dropout,Separated,Service,White,Female,40,<=50K
29,Self-emp,HS-grad,Separated,Blue-Collar,White,Male,35,<=50K
47,Private,Masters,Divorced,White-Collar,White,Male,42,<=50K
24,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
51,Private,HS-grad,Married,Professional,White,Male,40,<=50K
17,Private,Dropout,Never-married,Sales,White,Male,12,<=50K
37,Private,Associates,Married,Blue-Collar,White,Male,40,>50K
27,Private,Doctorate,Never-married,Professional,White,Female,70,<=50K
29,Private,Bachelors,Married,White-Collar,White,Male,40,>50K
18,?,Dropout,Never-married,?,White,Male,25,<=50K
36,Self-emp,Associates,Divorced,Sales,White,Female,35,<=50K
58,Local-gov,Bachelors,Never-married,Professional,White,Female,40,<=50K
26,Self-emp,HS-grad,Married,Blue-Collar,White,Male,45,<=50K
65,?,HS-grad,Married,?,White,Male,30,>50K
57,Private,HS-grad,Married,Sales,White,Male,40,>50K
59,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
27,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
31,Self-emp,Bachelors,Never-married,Other-Occupations,White,Male,40,<=50K
21,Private,HS-grad,Never-married,Sales,White,Female,24,<=50K
29,Private,HS-grad,Never-married,Admin,White,Male,60,<=50K
18,Private,Dropout,Never-married,Service,White,Male,40,<=50K
52,Private,Dropout,Married,Blue-Collar,White,Male,47,>50K
57,Self-emp,Bachelors,Divorced,Professional,White,Male,80,<=50K
42,?,HS-grad,Married,?,White,Male,40,<=50K
55,?,HS-grad,Married,?,Asian-Pac-Islander,Female,40,<=50K
60,Private,Dropout,Never-married,Blue-Collar,White,Male,48,>50K
31,Private,Bachelors,Married,Professional,White,Male,40,>50K
23,Private,Bachelors,Never-married,Admin,White,Female,40,<=50K
27,Private,HS-grad,Never-married,Sales,White,Male,40,<=50K
23,?,HS-grad,Never-married,?,Amer-Indian-Eskimo,Female,25,<=50K
42,Self-emp,Prof-school,Married,Professional,White,Male,50,>50K
25,Private,HS-grad,Never-married,Other-Occupations,White,Male,40,<=50K
49,Private,Bachelors,Never-married,Professional,White,Female,45,<=50K
32,Private,Bachelors,Never-married,Other-Occupations,White,Male,40,<=50K
19,Private,HS-grad,Never-married,Admin,White,Male,28,<=50K
60,Private,Dropout,Divorced,Service,White,Female,40,<=50K
42,Local-gov,Dropout,Married,Service,White,Male,40,<=50K
35,Self-emp,Associates,Never-married,Blue-Collar,White,Male,40,<=50K
48,Private,HS-grad,Never-married,Admin,Black,Female,37,<=50K
51,Private,Masters,Married,Blue-Collar,White,Male,40,>50K
29,Private,HS-grad,Never-married,Blue-Collar,Amer-Indian-Eskimo,Male,40,<=50K
36,Local-gov,HS-grad,Separated,White-Collar,Black,Male,40,<=50K
17,Private,Dropout,Never-married,Service,White,Female,21,<=50K
52,Private,Masters,Divorced,Professional,White,Female,60,<=50K
24,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
24,Private,HS-grad,Married,Blue-Collar,White,Male,50,<=50K
26,Local-gov,Bachelors,Never-married,Professional,White,Male,40,<=50K
27,Private,Bachelors,Never-married,Service,White,Female,20,<=50K
39,Private,HS-grad,Never-married,Blue-Collar,White,Male,60,<=50K
30,Private,HS-grad,Married,Blue-Collar,Black,Male,45,<=50K
50,Self-emp,HS-grad,Married,White-Collar,White,Male,32,<=50K
52,Self-emp,Bachelors,Married,Sales,White,Male,55,<=50K
46,Private,Prof-school,Married,Professional,White,Male,45,>50K
23,Private,Bachelors,Never-married,Sales,White,Female,20,<=50K
45,Private,Dropout,Widowed,Service,Black,Female,20,<=50K
65,Private,Dropout,Widowed,Service,Black,Female,24,<=50K
29,Private,Associates,Married,Blue-Collar,White,Male,55,<=50K
47,Private,Dropout,Married-spouse-absent,Blue-Collar,White,Male,40,<=50K
30,Private,HS-grad,Never-married,Blue-Collar,Black,Male,60,<=50K
34,Private,HS-grad,Married,Sales,White,Male,45,>50K
38,Self-emp,HS-grad,Married,Sales,White,Male,64,<=50K
33,Private,HS-grad,Married,White-Collar,White,Male,40,>50K
49,Private,Bachelors,Married,Sales,White,Male,26,>50K
47,Self-emp,HS-grad,Never-married,Service,Black,Female,40,<=50K
49,Local-gov,Dropout,Separated,Service,Black,Female,40,<=50K
43,Private,HS-grad,Married,Blue-Collar,White,Male,60,>50K
30,Private,Bachelors,Married,Admin,Black,Female,40,>50K
58,Self-emp,HS-grad,Married,Blue-Collar,White,Male,60,<=50K
19,Private,HS-grad,Never-married,Service,White,Female,14,<=50K
21,Private,Bachelors,Never-married,Blue-Collar,White,Male,40,<=50K
33,Private,Bachelors,Married,White-Collar,White,Male,60,>50K
47,Self-emp,Dropout,Married,Blue-Collar,White,Male,50,<=50K
52,Self-emp,Doctorate,Married,Professional,White,Male,60,>50K
26,Private,HS-grad,Divorced,Blue-Collar,White,Male,55,<=50K
60,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
21,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
36,Private,HS-grad,Married,Sales,White,Male,50,>50K
31,Private,HS-grad,Married,Blue-Collar,White,Male,45,<=50K
50,Self-emp,Doctorate,Separated,Professional,White,Male,40,>50K
31,Local-gov,HS-grad,Divorced,Admin,White,Female,40,<=50K
71,Private,HS-grad,Married,Blue-Collar,White,Male,15,<=50K
58,?,HS-grad,Married,?,White,Male,50,<=50K
30,State-gov,Bachelors,Married,Other-Occupations,White,Male,40,>50K
20,Private,HS-grad,Never-married,Service,White,Male,20,<=50K
24,Private,HS-grad,Never-married,White-Collar,White,Male,50,<=50K
35,Private,Doctorate,Married,Professional,Asian-Pac-Islander,Male,40,>50K
38,State-gov,HS-grad,Separated,White-Collar,White,Female,45,<=50K
27,Private,HS-grad,Never-married,Blue-Collar,White,Female,32,<=50K
29,State-gov,HS-grad,Never-married,Admin,Asian-Pac-Islander,Female,40,<=50K
70,?,Dropout,Widowed,?,White,Female,15,<=50K
34,Private,HS-grad,Married,Blue-Collar,White,Male,45,<=50K
44,Private,Dropout,Married,Blue-Collar,White,Male,35,<=50K
43,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
44,Self-emp,Dropout,Married,Blue-Collar,Black,Male,40,>50K
35,Private,Masters,Never-married,Sales,White,Male,60,<=50K
27,Private,HS-grad,Never-married,Professional,White,Male,40,<=50K
43,Local-gov,Masters,Never-married,Professional,White,Male,38,<=50K
20,Private,HS-grad,Never-married,Sales,White,Female,25,<=50K
42,Private,Associates,Divorced,Professional,White,Female,40,>50K
27,State-gov,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
42,Private,HS-grad,Married,Blue-Collar,Black,Male,40,>50K
20,?,Dropout,Married-spouse-absent,?,Asian-Pac-Islander,Female,40,<=50K
24,Private,Dropout,Never-married,Blue-Collar,White,Male,40,<=50K
48,Federal-gov,HS-grad,Divorced,White-Collar,White,Male,40,<=50K
17,?,Dropout,Never-married,?,White,Female,20,<=50K
17,Self-emp,Dropout,Never-married,Blue-Collar,White,Male,10,<=50K
33,Private,Bachelors,Married,White-Collar,White,Male,40,>50K
50,Self-emp,HS-grad,Married,Sales,White,Male,50,>50K
22,Private,HS-grad,Never-married,Sales,White,Female,40,<=50K
17,Private,Dropout,Never-married,Service,White,Male,16,<=50K
32,Private,HS-grad,Married,Admin,White,Male,40,<=50K
31,Private,HS-grad,Never-married,Blue-Collar,White,Male,45,<=50K
58,Self-emp,HS-grad,Widowed,White-Collar,White,Male,50,<=50K
29,Local-gov,HS-grad,Never-married,Other-Occupations,White,Male,48,<=50K
37,Private,Associates,Married,Blue-Collar,White,Male,40,>50K
34,Self-emp,HS-grad,Married,Blue-Collar,White,Male,40,>50K
23,Local-gov,HS-grad,Separated,White-Collar,Black,Male,40,<=50K
18,State-gov,Dropout,Never-married,Admin,White,Female,5,<=50K
34,Private,HS-grad,Divorced,White-Collar,White,Female,40,<=50K
66,?,Dropout,Never-married,?,White,Male,4,<=50K
45,Local-gov,Bachelors,Married,Professional,White,Female,55,<=50K
41,Private,Masters,Never-married,White-Collar,White,Male,35,<=50K
26,Private,HS-grad,Never-married,Service,White,Male,30,<=50K
54,Local-gov,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
24,Private,HS-grad,Never-married,Blue-Collar,Black,Female,45,<=50K
42,Private,HS-grad,Married,Professional,White,Male,50,<=50K
20,Private,HS-grad,Never-married,Professional,White,Male,20,<=50K
23,State-gov,Bachelors,Never-married,Other-Occupations,White,Female,20,<=50K
25,?,Associates,Never-married,?,White,Male,45,<=50K
35,Private,Masters,Never-married,Professional,White,Male,60,>50K
31,Private,Masters,Married,Other-Occupations,White,Male,40,>50K
30,Private,Bachelors,Never-married,Professional,White,Female,40,<=50K
19,Private,HS-grad,Never-married,Sales,White,Female,20,<=50K
36,Local-gov,Bachelors,Never-married,Professional,White,Male,50,<=50K
31,Private,Bachelors,Widowed,Sales,White,Female,40,<=50K
21,Private,HS-grad,Never-married,Blue-Collar,White,Male,30,<=50K
31,Self-emp,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
46,Private,Doctorate,Divorced,Professional,White,Female,65,>50K
44,Private,Bachelors,Divorced,White-Collar,White,Female,50,>50K
40,Private,Dropout,Married,Service,Black,Male,40,<=50K
45,Private,HS-grad,Never-married,Sales,Black,Male,40,<=50K
60,Private,HS-grad,Married,Blue-Collar,White,Male,35,<=50K
18,Private,Dropout,Never-married,Service,White,Male,25,<=50K
28,Private,Bachelors,Married,Professional,White,Male,40,<=50K
36,Private,HS-grad,Divorced,Admin,Black,Female,40,<=50K
36,Private,Bachelors,Separated,Professional,White,Male,40,<=50K
40,Private,Associates,Married,Other-Occupations,White,Male,40,<=50K
36,Local-gov,Bachelors,Divorced,Admin,White,Female,35,<=50K
31,Private,HS-grad,Separated,Service,Black,Female,40,<=50K
33,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
19,State-gov,HS-grad,Never-married,Other-Occupations,White,Female,40,<=50K
22,Private,HS-grad,Never-married,Sales,White,Female,15,<=50K
34,Private,Bachelors,Married,White-Collar,White,Male,45,>50K
